Unnamed: 0,content,L,G,B,T,O,NR
973,"Jotos, respétense tantito. No jodan. url",0,1,0,0,0,0
570,@JORGE77933247 @EmmanuelJulian Las dos son de marica da igual 🤣😂🤣,0,1,0,0,0,0
745,"Esta mujer que parece travesti, solo opina y despedaza a los demás, y se dedica a menospreciar al prójimo es tóxica y nefasta #QueAlguienSeLaLleveAVivirATubalú",0,0,0,1,0,0
816,"Prefiero un temeroso. Que un machuchon, gañán, cuello blanco, travesti (sin ofender) de url url",0,0,0,1,1,0
432,"@Pajaropolitico @NewsweekEspanol QUE CHINGUE A SU MADRE ELLO, PORQUE ES JOTO, Y SU MADRINA EL ORATE RT",0,1,0,0,0,0
455,@LpezVergara2 @el_mas_callado url también hay muso transvesti y trans,0,0,0,1,0,0
198,"@Caifo no sea maricon, primero van los amigos, ¿cuando llegas?",0,1,0,0,0,0
772,"No sean maricas, cuando ustedes redactan spoilers o los comparten si les da mucha risa. Ahora todos quieren llorar por spoilers de Star Wars",0,1,0,0,0,0
220,@mariobautista_ el nuevo Juan Gabriel por joto url,0,1,0,0,0,0
928,Siempre que alguien dis pansexual me imagino una dona toda cachonda jajajaja,0,0,0,0,1,0
970,Como cuando you make up a chingo para dejar de verte como una mujer fea y ententes te ves como un travesti feo. url,0,0,0,1,0,0
303,@tuca_ferretti @MiguelHerreraDT si  que paso pinche piojo puñal jajajajaja   profe tuca es lo máximo usted   vamos por la  sexta copa  :),0,1,0,0,0,0
900,@Dr_Sombrerudo @Yoshertramos Jajajajajajaja y porque un nombre de travesti??? yoshert ya lo tenía tappoco cuenta,0,0,0,1,0,0
298,Las cervezas preparadas son para jotos.,0,1,0,0,0,0
1018,@ESCORPIONGOLDEN Otro pendejo con máscara? Si contigo tenemos jotito,0,1,0,0,0,0
464,Pinche grupito de puros putos no mmes,0,1,0,0,0,0
711,@MaestroDoria Ese nombre suena a transexual jajaja,0,0,0,1,0,0
101,"@monift que joto no te abrazó jajaj ntc, tocan bien",0,1,0,0,0,0
381,@Anibal_Alvarado Para mi que son los maricas amarillos que se hacen pasar por Rayados para Crear un mal ambiente en torno de mis Rayados.,0,1,0,0,0,0
44,"Pinche notó maricon, vente hacer lío a otro lado 😂",0,1,0,0,0,0
572,"@BeatrizGMuller Como siempre asnos maricas en primera fila, hasta parece que su frustración viene de familia. Y como siempre la señora en buen talante dando lo que a otros les molesta un consejo.",0,1,0,0,0,0
861,¿Tus papás saben que juegas a la bisexual en internet?,0,0,1,0,0,0
762,Hey joto estoy aquí afuera de tu privada @cesarvc94,0,1,0,0,0,0
693,"@HebbWS Seh, la lista es SÚPER larga. Es solo que en entretenimiento te topas con gente gay en todas las esquinas que se escudan en closet",0,1,0,0,0,0
987,Anoche no me desmaquille y hoy paresco transvesti,0,0,0,1,0,0
910,@angel_smhoax @danylacaja Si putito,0,1,0,0,0,0
65,@JoseRive_ @navarreted96 @ailed_merida Maricas ustedes yo no,0,1,0,0,0,0
636,"Hombres:
Voy a mirarla a los ojos para que crea que le pongo atención.

Mujeres:
¿Será que es marica? ¿Por qué no me mira las tetas?",0,1,0,0,0,0
680,"Eres gay u homosexual porque tienes muchos/varios hermanos, la próxima vez que te pregunten puedes decir que es a causa de tus hermanos 🙊 url",0,1,0,0,0,0
482,Y hombres trans al baño de mujeres. url,0,0,0,1,0,0
58,"En ING química son igual de jotos, no mamen. url",0,1,0,0,0,0
698,It's a little moral!,0,0,0,0,1,0
637,Ser tortillero me hace lesbians? Cco @oliver_mx url,1,0,0,0,0,0
23,La gripe es para mariquitas. 💪🎽👟💙🏋 (@ Wellness Gym) url,0,1,0,0,0,0
43,@jpequenoc @EduMascorro Bien marica,0,1,0,0,0,0
624,"@notasingleducks y para que nunca se te olvide, 10 champions, reyes de europa, sigue mandando fotos de tu pito, pinche joto.",0,1,0,0,0,0
1059,Enojarse con Sean Penn es de mujeres negras. Negras y lesbians.,1,0,0,0,0,0
150,"Que difícil ver s los jóvenes de 15 y 17 años, motos aun buscan su identidad y pasan por diversas etapas, chaka-emo-hipster-bisexual",0,0,1,0,0,0
477,@OlegAraveug Así de homosexual despiertas??? Hahaha,0,1,0,0,0,0
289,"Esos que le cargan la bolsa a sus mujeres, también mean sentados?

Pinches jotos",0,1,0,0,0,0
416,Me acabo de acordar que Juanpa me dijo que su mamá pensó que yo era lesbiana. YA AS IF I SURGE NOVIO,1,0,0,0,0,0
811,Quien no entiende el sarcasmo cuando le toca es marica,0,1,0,0,0,0
1007,"Entonces,  chinguen a su madre.  @MalditaLesbiana-s les iba a contestar su 21 putas locas, pero no quisieron",1,0,0,0,0,0
892,"Ser un maniaco depresivo no es tarea fácil, hay quien piensa que se trata solo de andar chillando con películas de perritos perdidos y la verdad va mas allá de ser un gordo marica.",0,1,0,0,0,0
587,"Si fuera mujer, definitivamente seria url La mujeres son la perfección",0,0,0,0,1,0
923,"Neologismos. Maricomio: psiquiátrico para locas, maricas y gays. Apapuchar: Acción de consent al pubis. Sopervisor: supervisor torpe. @lacornetafm @jrsestaca @EVIDEGARAY #nuevoneologicosmodehoy",0,1,0,0,1,0
923,"Neologismos.
Maricomio : psiquiátrico para locas, maricas y gays.
Apapuchar: Acción de consentir al pubis.
Sopervisor: supervisor torpe.
@lacornetafm @jrsestaca @EVIDEGARAY #nuevoneologismodehoy",0,1,0,0,1,0
277,"Como chingan con el grito de puto, si te sientes ofendido es porque esta bien pendejo no porque odiemos a los homosexuales",0,1,0,0,1,0
803,"@peperuiloba ¿Por qué lo dices? Van a Chápala, comen lonches Gemma y hay gay closeteros.",0,1,0,0,0,0
144,"Family Tengo Gay, Trans y lesbianas a los que amo muchisimo. Pero ellos tienen sus propios concursos, Miss universo si debería ser solo para mujeres. url",1,1,0,1,1,0
312,Magnate ofrece 130 mdd al hombre que demande a su hija lesbiana url,1,0,0,0,0,0
1022,@TV_JOTAS That no se podia parar a reclamarle jaja url,0,1,0,0,1,0
872,"Amigos que te dejan en la peda, no son amigos, y de una ves chinguen a su madre, pinches putos.",0,1,0,0,0,0
415,"ES : Kirk Cameron: “Dios odia a los gays, van a ir al infierno”  - Yo no escogí ser heterosexual pero todos esos… url",0,1,0,0,0,0
886,@Cruzhdz_Sergio @FelipeCalderon @MexLibre_ Chinga tu madre! Puto marica ni foto tienes! Cuando ofendas mínimo da la cara. Pocos huevos!,0,1,0,0,0,0
286,"Así nuestro México que consulta a un charlatán y transexual para ver como le irá este año, dan hueva paisanos #MhoniEsHechiceroDeSatanas",0,0,0,1,0,0
899,"@goliveros Qué pena @goliveros, de verdad qué pena no cumplir con el estereotipo del hombre homosexual elegebetero, ideologizado,  unicornio, transgenerizado quedabien, que pide perdón por ser hombre, con el que tanto empatizas, pero como dice la canción, ""no soy monedita de oro"".",0,1,0,1,0,0
358,"- Algo peor que un Americanista Maricón???😉
- Un Tigre que se cree grande!!!

Jajajajaja",0,1,0,0,0,0
32,"Que mamada eh !
Seguramente todos los que irán a esa pendeja marcha , son mas closeteros que nada! #MarchaPorLaFamilia",0,1,0,0,1,0
721,@Dbacks ESTAN PARA LLORAR LES DEBERÍA DAR VERGÜENZA BARRIDOS POR LOS @Nationals si no tienen ganas de jugar dedíquense a otra cosa juegan como unas mariquitas 🤬🐀🤮,0,1,0,0,0,0
843,"No  se conforman con ser jotas, tienen que ser feas y, encima de todo, hablar como niñas.

¡VER-GA!",0,1,0,0,0,0
756,Porque el marica no lloró igual o peor cuando el Farca lo eliminó el año pasado??? @VozMadridista url,0,1,0,0,0,0
81,"O mejor ""todos"", q incluye femenino, masculino, transgénero, homosexual, bisexual y lo q esta semana agregue la corrección política. url",0,0,0,0,1,0
746,"@cardonamex @antonio78391259 Los insultos no son por  informar, son por mal informar, para desprestigiar,  andan pregonando de lo que carecen el que se lleva aguanta y no anda de cobarde ni de chillón cómo marica de ropero viejo No que muy sácale punta hipócrita..",0,1,0,0,0,0
581,"Eso es lo mismo que decir: a que santifica la fiesta no está pecando y adentro de la casa tienen organias y todo el pedo, no url Alguien que nace hombre o mujer en esencia siempre lo será, aquel que se enamora de un trans es gay a huevo, closetero pero lo es. url",0,0,0,1,0,0
390,"@johnerencastle Eduardo Verástegui terminó de mayate de políticos, le deja más que trabajar en Televisa.",0,1,0,0,0,0
411,@bizbiriije @10APG @TigresOficial @gracieve @bizbiriije @10APG @TigresOficial  otro jotito rayado enamorado que quiere que le contesten jaja,0,1,0,0,0,0
232,"@luisa_2105 jajaja, es que las lesbianas me dan miedo :(",1,0,0,0,0,0
158,@SandyCoben obvio no. Por eso la peluca?? Obvio fueron de justicieros del genero. There is verga si eres trans queer o transvesti,0,0,0,1,1,0
254,@XxxAbsolut @HalconNegroJR @damiandgc @fragsalitalent Lo peor es que debes de ser un pinche joto horrible que se escuda tras una cuenta sin foto de tan culero que estas. Minimo se me disumula la gordura con la faja pero  a ti lo muerto de hambre y ardido nunca se te va a quitar. 😘,0,1,0,0,0,0
536,Me pregunto donde estara la mariquita esta,0,1,0,0,0,0
875,"Mariquita, mariquita como Radio siempre iioras.",0,1,0,0,0,0
643,Me sacaron una muestra de sangre 🩸 en la tarde y mi brazo aun siente dolor. Soy tan pinché maricon para todo lo que implique agujas en mi cuerpo que me da harta risa cuan joto soy #inyeccion #muestradelaboratorio #sangre #MTY url,0,1,0,0,0,0
351,@rdz_roberto @donrober_ nosotros si sabemos. Perder marica,0,1,0,0,0,0
377,@ASCUNMX @Jackskinripper @rivero_vic Que url ando url si no url ( como buenos putos que son) no url,0,1,0,0,0,0
192,"Neta que hombre se apoda""La chofis""... pedazo de joto ps que!!",0,1,0,0,0,0
922,9 puñales viéndose fijamente. url,0,1,0,0,0,0
813,@julio_t9 @CARandDRIVER @Hennessey_Perf que marica,0,1,0,0,0,0
208,"@mickemeda Aplica de cualquier modo, si muchos homosexuales michoacanos fueron a cedemex se desequilibró la balanza dejando una concentración anormal",0,1,0,0,0,0
847,Donde estarán esos tres chivas maricones que creyeron que por una imagen de pulido me iba a emputar?,0,1,0,0,0,0
862,"@ShinuheGarcia @HalconNegroJR @ronogueron @Televisa Ridula tú pinche india fea. 
Jota ladina. url",0,1,0,0,0,0
259,"@HadaLizy @CervezaTecate @tecate no hay broncas, usemos mujeres Trans peluqueras para hablar de orientación sexual. Educación nula.",0,0,0,1,0,0
594,"No puedes nacer homosexual, es una mentira.",0,1,0,0,0,0
59,"In una sociedad donde las preferencias sexuales son una moda y no una libre elección aparentemente innata, aborrezco a los ""homosexuales"".",1,1,0,0,0,0
244,O ya mejor me hago puto,0,1,0,0,0,0
968,@GloriaTrevi @EmilyCMtrevi perros ladren gloria  es gloria puntitos jotos,0,1,0,0,0,0
589,"@celsoeibarra Aaaayy no,o sea si debe estar chida la actuación de este hombre pero no, ya me tienen hasta keke los trans",0,0,0,1,0,0
448,"Una de las cosas más vale verga y jotas del mundo es decirle #tipa a una mujer. Mejor dale #puta, suena menos mal. So lo haces, homie: url",0,1,0,0,1,0
582,"AMIGAS SOLTERONAS: Mejor den gracias a mi tocayín San Antonio porque no les ha dado un novio falso, panzón, borracho, closetero y pinche feo",0,1,0,0,0,0
560,"Es feo que a esa altura quieran taparle el ojo al macho y seguir de closeteros, neta a los dos se les veía el precio y pues ojalá y el despechado haya mandado a la verga al closetero o bi o quizá solo era culero.",0,1,1,0,0,0
631,Jaja hay un vato hembra en mi carrera en la tarde que parece transexual. Dice que es mujer pero trae  paquete,0,0,0,1,0,0
410,@ArturoDammArnal @lopezobrador_ Fuera puñales de mi perfil,0,1,0,0,0,0
567,¡Queeeeeee pinches tigres maricones!,0,1,0,0,0,0
339,@evilblackmx @ACIDminds ¡si! Pinches redes sociales jotas que usan corazones de repente (hace años). url,0,1,0,0,0,0
987,Anoche no me desmaquille y hoy paresco travesti,0,0,0,1,0,0
175,Maricon de mierda,0,1,0,0,0,0
86,@nhaiper @oalh @JavierEnrikez 😂   unos con el mayate. Otros chicharra,0,1,0,0,0,0
123,@adrianrm196 Me puedes criticar pero llamarme afeminado es tremenda falta de respeto. Como buen milenial no mides bye,0,1,0,0,0,0
231,"@Mario__TAG @freddier Nono. CURSO PROFESIONAL De Eco Drag Race Car. * Estudiantes por los millones, se crowdsourcea un nuevo Tesla *",0,0,0,0,1,0
873,@Ricardo_Jaar El mariconcito de Emilio atacó con alevosía y ventaja! Como buen joto!,0,1,0,0,0,0
350,"- ¿Porque no puedo hablar del aborto?
Post moderno - “No eres individuo de la especie humana con útero”
- Los transexuales tampoco tienen útero.
Post moderno - “chtm, discurso de odio, cavernícola, retrógrada, y tú pinche Dios que!!” 

Así razonan. 😎",0,0,0,1,0,0
1031,@Gerard_Zarate Quien will aquerer ser una loca amanerada?,0,1,0,0,1,0
579,Yo le hacia el cambio de sexo gratis a #Daniel por maldito joto cobarde #YoNoCreoEnLosHombres,0,1,0,0,0,0
629,No mms pinche @neymarjr marica que te pico una hormiga o que,0,1,0,0,0,0
514,@EverZapata3 Dímelo en la cara joto,0,1,0,0,0,0
128,@Will_FuckU marica ahorita bajo :) vos por cierto todavía sirve transformer JAJAJAJAJAJAJA cuando entras a estudiar ?,0,1,0,1,0,0
611,"ESTA MACHORRA NO SABE AS EL ÚNICO PAYASO ES BROZO... Y ELLOS, HIS SU BROZA...!!... url",1,0,0,0,0,0
991,@Orfeumm No sea joto,0,1,0,0,0,0
1070,Ahora ya sé porque odio tanto a mi url Le va a América el mariquita este. 🙄,0,1,0,0,0,0
420,Amigos hoy no pude hacer sentadillas agusto porque un horrible homosexual me veía las nalgas.,0,1,0,0,0,0
413,Que chido estuvo el masaje! Lo cagante fue que al ultimo me di cuenta que era puto😶💥🔫,0,1,0,0,0,0
331,@Faitelson_ESPN Puto gordito ! Eres de moral distraída . Satanizando a ReNalgon Ibarra,0,1,0,0,0,0
1048,@NiurkaMarcosTv Creo que usted viene de una relación gay o lésbica verdad o es extraterrestre pero  confunda el amor como usted dice con una cogida. Los hijos sagrados y usted no tiene carácter social ni etico ni moral solo es su vana expresión queda shows. Por 1ra vez contigo  @_PonchoDeNigris,1,1,0,0,0,0
1036,"@eddy_tigre22 @VladimirGarciaG @Tamedamus @FJG_TD Acá hay uno del 2021, de hecho un twitter search “rayado maricon” y hay de todos los años url",0,1,0,0,0,0
793,@Eneberreache @carlosmaguey pos por marica,0,1,0,0,0,0
1027,@i_MarilynMonroe lo que pasa es que marimacha. Porque él otro se hizo joto,1,1,0,0,0,0
29,"@vmgleza No esperé la respuesta, es una pregunta: Sabes como le dicen a los Gays ...""Palomitas con chile""",0,1,0,0,0,0
196,"¿A dónde te vas a ir de vacaciones?
-Nueva York
-Las Vegas
-París
-Londres.
Todas las jotas clichés que no se saben otros destinos.",0,1,0,0,0,0
223,"@JLozanoA @MFBeltrones A puras plucked cacas felicitas. Dios los creía y ollos se juntan. El borracho con el borracho, el drogo con el drogo, el joto con el joto, la machorra con la machorra. Y Lozano con Beltrones.",1,1,0,0,0,0
1052,"Por puto, por joto, porque así es Méurl lo sé. #Must por el maestro @fdelcollado url vía @mexicopuntocom",0,1,0,0,0,0
31,Ahora si apuesta maricon @turko_dager  tu Milán volverá a llorar en octavos jajaja,0,1,0,0,0,0
428,@artusantillanes Dile a medrano q no se joto y hable mal de su mugre empresa y vendan al equipo !!!,0,1,0,0,0,0
398,@CaroRuix ahhh no entonces es una amiga closetera mas !,1,0,0,0,0,0
164,"@liatrueba Y luego porqué hay lesbian; que pinke descomposición; no cabe duda esta echado a loser el mundo, ¡CUANTO PINCHE JOTO DIOS MIO! Pero bueno mejor para nosotros, our tocan más.",1,1,0,0,0,0
486,@edgargm94 jajaja que gay,0,1,0,0,0,0
70,"@ErikaAraujo1 @Reporte98_5 en contra, debe ser papá y mamá, más no gay y gay. Saludos desde el sur del df. Tráfico fluido el sabueso dl Sur",0,1,0,0,0,0
560,"Es feo que a esa altura quieran ta parle el ojo al macho y seguir de closeteros, neta a los dos se les veía el precio y pues ojalá y el despechado haya mandado a la verga al closetero o bi o quizá solo era culero.",0,1,1,0,0,0
374,"Mariquitas, Mariquitas, como niñas siempre gritan. url",0,1,0,0,0,0
184,"@LaTortilleriaQ si vamos a hacer un vagón ""seguro"" que incluya a hombres gay y saquen a lenchas

/@0ctavioGuerra @appleninde @InmujeresCDMX",1,1,0,0,0,0
291,Ya casi es Junio y tu sigues de puta #ElGorgojoDeMORENA,0,0,0,0,1,0
363,Comprobado. SER TRANS ES EFECTO SECUNDARIO DE LA CLONACIÓN. url,0,0,0,1,0,0
270,@TSnGirls @brittanya187187 @Travel4TG @GirlyShemales @SEXYBEAST742 @SexyTgirls69 @ShemalePRO @mytsvideo @ShemaleLusty @Ts_Lolita @NenasTransCom @b_tranny2 @trannylovee @tgirl69love @blacktgirltube @TsCamStars @brazil_trans @blacktgirlsinfo @godivatgirls Hermosa,0,0,0,0,1,0
621,Pinches jotos #CivilWar #TeamIronMan #TeamStark url,0,1,0,0,0,0
147,"Esos de BTS se me hacen seres asexuales, eunucos o algo así todo raro.",0,0,0,0,1,0
859,"@Gamborimbo76 @ElPincheJuan4 @GorillaMan06 @cero3801 @SoloPHombres @cexychics @BootyAndMuscles @TittyFucker411 @GeorgeLb66 @alonesantanagar @IsabellaSlut20 @burdubai12 @alexexpress24 @toganuncio @pepe100369 @DivX3 @maskarita4 @saulin10801 @pelon_73 @ElChicarcas6 @bootyisyummy @luisramor1 @Starkiller_36 @tranquilman @lee_ecclestone @oldenchild @DatAssNTittiez @DatAzzPhatAF @AdultModels2018 @Booty_Cartel @xculonas @GymBooty @netocardona @assplosive @manuel70m @Bumblebee_ZD @MmamaceandoO @quehembritas @BrutuslWallie @countryclub3000 @Pillus_75 @RAFAELMEDINAG @rudorivera 👍 Asi es! Nomas que no sean de caballero o de niñas y estamos bien, por que seremos medio pervertidos, pero, ni pedofilos, ni raritos! Y vengan mas culos de viejas buenisimas, no importa, colos, tamaño, ni preferencias politicas, religiosas o futbolisticas!",0,0,0,0,1,0
48,@El_Universal_Mx Más bien un transgénero jamás será igual a una mujer.,0,0,0,1,0,0
113,"Si creen que a las Argentinas no les importa nada, no saben lo que son en Mexico 🌶.
Pd: Ya me quisieron coger dos gays 🧐👍🏽",0,1,0,0,0,0
155,"@LuisDV15 jajajaja también por maricón, jajaja alv es cierto ¿no te dolió? Es una mezcla de lo mejor del Barca y el Madrid sin Messi y CR :(",0,1,0,0,0,0
210,Paco maricón QL url,0,1,0,0,0,0
435,"Mañana podrán salir todos! ya que no habrá delincuentes! todos estaran crudos o borrachos, porque gano su equipo de maricas",0,1,0,0,0,0
121,"The ex of a famoso actor the tunde durísimo a una de sus rivales llamándola incluso ""cara de travesti"". Enterrate! 3pm",0,0,0,1,0,0
243,"@LaSantiagoo Jajaja pos no lo tengo, mariquita. Te llamaría para decirte ""gay"" o algo así, después colgaría.",0,1,0,0,0,0
84,@RealMaroSilva no hay nada que me de mas digusto que ver a una persona Trans que pasa escondiendo ser Trans. Como si... Que.,0,0,0,1,0,0
814,"Vamos pecho frío, no alcanzan las palabras, donde está la grandeza que presumes como hinchada? @Rayados vergüenza Nacional maricones!",0,1,0,0,0,0
1040,"Es de jotitas muy corritentitas hablar y cortar palabras como ""obvi"" ""celu"" ""bendis"" o decir como locas palabras en inglés en una conversacion españurl Y si eso le aunamos el tonito caguenge tipo mía colucci en versión url peor",1,1,0,0,0,0
239,"las tragedias que marcaron el 2021.

-legalización del matrimonio homosexual.
-asalto al capitolio.
-protistas en cuba.
-Atlas y Cruz azul campeones.

por un 2022 lleno de bendiciones, éxitos y alegrías y por menos tragedias.",0,1,0,0,0,0
584,@JTrianaT @ElJuntapalabras Un 'puñal' mugroso,0,1,0,0,0,0
602,"Vas a ir ?
Si vas a ir? 
Pero a url a tu mamy por maricon!",0,1,0,0,0,0
312,Magnate ofrece 130 mdd al hombre que conquiste a su hija lesbiana url,1,0,0,0,0,0
354,¿Y si los tierraplanistas viven en un espacio polidimensional donde la tierra SI es plana? ¿Y si son personas no-euclidianas? ¿Y SI LA CIRCUMFERENCIA ES IDENTITARIA Y ELLOS SON TRANS-PLANOS? url,0,0,0,0,1,0
107,Nisiquiera Sabia Que Esa Puta Drogadicta Horrenda Y Machorra Tenia Twitter 😒🙄🤢,1,0,0,0,0,0
844,¿Descansaron al joto asqueroso de Alex Kaffie para que @LuciaMendezP estuviera en @programa_hoy ? 😂😂😂😂,0,1,0,0,0,0
188,"Frase-puñal by Pablo Iglesias: ""No esto de acuerdo con que Albert Rivera sea derechas, es de lo que haga falta"". #ELPAISDebate",0,1,0,0,1,0
1037,"RT @danitafashion: Cuando de adultos deciden ser transgénero, pues va. Pero los niños son el reflejo de nosotros. ¡No los contaminen! &lt; wat?",0,0,0,1,0,0
1053,"Alguien recuerda cuando salió Justin Bieber con su sencillo ""Baby"" y todos pensamos ""que bueno que le den la oportunidad a una lesbiana""???",1,0,0,0,0,0
716,Me regresa el acento colombiano! Maricas mal paridos,0,1,0,0,0,0
758,Hay demasiados gays hoy en dia :o,1,1,0,0,0,0
620,Parezco puto Omi de duelo Xiaolin url,0,1,0,0,1,0
275,@RICARDOPELAEZ9 marica,0,1,0,0,0,0
590,"Vecinos! Esta noche proyectaremos con @FESTIVALMIX el documental de @flavioflorencio para @ViceMexico: «Trans»! 8 pm, Callejón del 57! url",0,0,0,0,1,0
409,"Ahora resulta que los hombres son pinches lesbianas, váyanse a la chingada todos.  Pinche mundo loco. url",1,0,0,0,0,0
462,"El favor mas grande que le pueden hacer a las jotas que adoran llamar la atención a través de polémica, es ignorarlas.",0,1,0,0,0,0
1044,Ahora todos piensan que soy lencha,1,0,0,0,0,0
442,"@javier8bello @ChivasFemenil Jajajajaja ya Se we, si así tengo pegue con los jotos con esa más 🤦🏻‍♂️",0,1,0,0,0,0
599,ME ENCANTAN ESOS JOTOS QUE SE ARDE CABRON CUANDO LES DICES QUE NO QUIERES NADA CON ELLOS😂👏,0,1,0,0,0,0
168,@AndrewsGamez jajaja no seas joto,0,1,0,0,0,0
919,@AmairaniOrtega No los bebés son una bendición y tienen derecho a vivir cierra tus pienas lesbiana solo profanas el odio a dios te vas a ir al infierno satanas es tu pasteur que culpa tiene ese angelito de tu calentura te hupiera gustado que te abortaran? Maldita estupida sologenerasodio muerete,1,0,0,0,0,0
